,StateDesc,CityName,Category,Measure,Data_Value_Unit,DataValueTypeID,Data_Value,PopulationCount,Short_Question_Text
41014,Arizona,Yuma,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,21.6,93064.0,Arthritis
41081,Arizona,Yuma,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,31.2,93064.0,High Blood Pressure
41082,Arizona,Yuma,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,30.6,93064.0,High Blood Pressure
41115,Arizona,Yuma,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,54.5,93064.0,Taking BP Medication
41116,Arizona,Yuma,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,70.8,93064.0,Taking BP Medication
41149,Arizona,Yuma,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,5.6,93064.0,Cancer (except skin)
41150,Arizona,Yuma,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.6,93064.0,Cancer (except skin)
41183,Arizona,Yuma,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.6,93064.0,Current Asthma
41184,Arizona,Yuma,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.6,93064.0,Current Asthma
41217,Arizona,Yuma,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,6.5,93064.0,Coronary Heart Disease
41218,Arizona,Yuma,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,6.5,93064.0,Coronary Heart Disease
41251,Arizona,Yuma,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,66.0,93064.0,Annual Checkup
41252,Arizona,Yuma,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,65.8,93064.0,Annual Checkup
41285,Arizona,Yuma,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,71.0,93064.0,Cholesterol Screening
41286,Arizona,Yuma,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,69.0,93064.0,Cholesterol Screening
41353,Arizona,Yuma,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.8,93064.0,COPD
41354,Arizona,Yuma,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.7,93064.0,COPD
41519,Arizona,Yuma,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,11.9,93064.0,Diabetes
41520,Arizona,Yuma,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,11.7,93064.0,Diabetes
41553,Arizona,Yuma,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,32.8,93064.0,High Cholesterol
41554,Arizona,Yuma,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,36.9,93064.0,High Cholesterol
41587,Arizona,Yuma,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,3.2,93064.0,Chronic Kidney Disease
41588,Arizona,Yuma,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,3.0,93064.0,Chronic Kidney Disease
41689,Arizona,Yuma,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,13.5,93064.0,Mental Health
41690,Arizona,Yuma,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,13.4,93064.0,Mental Health
41789,Arizona,Yuma,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.4,93064.0,Physical Health
41790,Arizona,Yuma,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.1,93064.0,Physical Health
41857,Arizona,Yuma,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.2,93064.0,Stroke
41858,Arizona,Yuma,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.1,93064.0,Stroke
41923,Arkansas,Fayetteville,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,11.4,73580.0,Health Insurance
41924,Arkansas,Fayetteville,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,12.4,73580.0,Health Insurance
41942,Arkansas,Fayetteville,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,23.3,73580.0,Arthritis
41943,Arkansas,Fayetteville,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,16.9,73580.0,Arthritis
41980,Arkansas,Fayetteville,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,32.6,73580.0,High Blood Pressure
41981,Arkansas,Fayetteville,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,24.9,73580.0,High Blood Pressure
41999,Arkansas,Fayetteville,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,62.3,73580.0,Taking BP Medication
42000,Arkansas,Fayetteville,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,68.8,73580.0,Taking BP Medication
42018,Arkansas,Fayetteville,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.4,73580.0,Cancer (except skin)
42019,Arkansas,Fayetteville,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,4.5,73580.0,Cancer (except skin)
42037,Arkansas,Fayetteville,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.2,73580.0,Current Asthma
42038,Arkansas,Fayetteville,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.6,73580.0,Current Asthma
42056,Arkansas,Fayetteville,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,6.3,73580.0,Coronary Heart Disease
42057,Arkansas,Fayetteville,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,4.3,73580.0,Coronary Heart Disease
42075,Arkansas,Fayetteville,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,66.6,73580.0,Annual Checkup
42076,Arkansas,Fayetteville,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,62.9,73580.0,Annual Checkup
42094,Arkansas,Fayetteville,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,74.5,73580.0,Cholesterol Screening
42095,Arkansas,Fayetteville,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,64.2,73580.0,Cholesterol Screening
42133,Arkansas,Fayetteville,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.6,73580.0,COPD
42134,Arkansas,Fayetteville,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,5.3,73580.0,COPD
42225,Arkansas,Fayetteville,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,9.2,73580.0,Diabetes
42226,Arkansas,Fayetteville,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,6.5,73580.0,Diabetes
42244,Arkansas,Fayetteville,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,31.9,73580.0,High Cholesterol
42245,Arkansas,Fayetteville,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,29.9,73580.0,High Cholesterol
42263,Arkansas,Fayetteville,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.7,73580.0,Chronic Kidney Disease
42264,Arkansas,Fayetteville,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.0,73580.0,Chronic Kidney Disease
42268,Arkansas,Fayetteville,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.8,73580.0,Stroke
42289,Arkansas,Fayetteville,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.0,73580.0,Stroke
42321,Arkansas,Fayetteville,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.5,73580.0,Mental Health
42322,Arkansas,Fayetteville,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,13.3,73580.0,Mental Health
42377,Arkansas,Fayetteville,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.5,73580.0,Physical Health
42378,Arkansas,Fayetteville,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,10.6,73580.0,Physical Health
42450,Arkansas,Fort Smith,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,18.7,86209.0,Health Insurance
42451,Arkansas,Fort Smith,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,18.3,86209.0,Health Insurance
42473,Arkansas,Fort Smith,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,26.8,86209.0,Arthritis
42474,Arkansas,Fort Smith,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,27.5,86209.0,Arthritis
42519,Arkansas,Fort Smith,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,37.3,86209.0,High Blood Pressure
42520,Arkansas,Fort Smith,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,37.9,86209.0,High Blood Pressure
42542,Arkansas,Fort Smith,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,63.1,86209.0,Taking BP Medication
42543,Arkansas,Fort Smith,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,77.2,86209.0,Taking BP Medication
42565,Arkansas,Fort Smith,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.2,86209.0,Cancer (except skin)
42566,Arkansas,Fort Smith,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.4,86209.0,Cancer (except skin)
42588,Arkansas,Fort Smith,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.1,86209.0,Current Asthma
42589,Arkansas,Fort Smith,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.1,86209.0,Current Asthma
42611,Arkansas,Fort Smith,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,7.6,86209.0,Coronary Heart Disease
42612,Arkansas,Fort Smith,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,7.9,86209.0,Coronary Heart Disease
42634,Arkansas,Fort Smith,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,67.7,86209.0,Annual Checkup
42635,Arkansas,Fort Smith,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,68.1,86209.0,Annual Checkup
42657,Arkansas,Fort Smith,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,70.4,86209.0,Cholesterol Screening
42658,Arkansas,Fort Smith,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,70.4,86209.0,Cholesterol Screening
42685,Arkansas,Fort Smith,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,9.0,86209.0,COPD
42704,Arkansas,Fort Smith,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,8.7,86209.0,COPD
42818,Arkansas,Fort Smith,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,11.7,86209.0,Diabetes
42819,Arkansas,Fort Smith,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,12.0,86209.0,Diabetes
42841,Arkansas,Fort Smith,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,34.6,86209.0,High Cholesterol
42842,Arkansas,Fort Smith,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,39.8,86209.0,High Cholesterol
42864,Arkansas,Fort Smith,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,3.1,86209.0,Chronic Kidney Disease
42865,Arkansas,Fort Smith,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,3.0,86209.0,Chronic Kidney Disease
42933,Arkansas,Fort Smith,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,15.4,86209.0,Mental Health
42934,Arkansas,Fort Smith,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,15.3,86209.0,Mental Health
43002,Arkansas,Fort Smith,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,16.6,86209.0,Physical Health
43003,Arkansas,Fort Smith,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,16.8,86209.0,Physical Health
43048,Arkansas,Fort Smith,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.8,86209.0,Stroke
43049,Arkansas,Fort Smith,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.9,86209.0,Stroke
43094,Arkansas,Jonesboro,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,13.5,67263.0,Health Insurance
43095,Arkansas,Jonesboro,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,13.9,67263.0,Health Insurance
43111,Arkansas,Jonesboro,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,26.1,67263.0,Arthritis
43112,Arkansas,Jonesboro,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,24.5,67263.0,Arthritis
43147,Arkansas,Jonesboro,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,35.7,67263.0,High Blood Pressure
43148,Arkansas,Jonesboro,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,33.9,67263.0,High Blood Pressure
43165,Arkansas,Jonesboro,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,63.7,67263.0,Taking BP Medication
43166,Arkansas,Jonesboro,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,74.8,67263.0,Taking BP Medication
43183,Arkansas,Jonesboro,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.4,67263.0,Cancer (except skin)
43184,Arkansas,Jonesboro,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.0,67263.0,Cancer (except skin)
43202,Arkansas,Jonesboro,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.7,67263.0,Current Asthma
43203,Arkansas,Jonesboro,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.8,67263.0,Current Asthma
43220,Arkansas,Jonesboro,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,6.8,67263.0,Coronary Heart Disease
43221,Arkansas,Jonesboro,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,6.4,67263.0,Coronary Heart Disease
43238,Arkansas,Jonesboro,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,69.6,67263.0,Annual Checkup
43239,Arkansas,Jonesboro,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,68.9,67263.0,Annual Checkup
43256,Arkansas,Jonesboro,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,73.6,67263.0,Cholesterol Screening
43257,Arkansas,Jonesboro,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,70.2,67263.0,Cholesterol Screening
43290,Arkansas,Jonesboro,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,7.5,67263.0,COPD
43291,Arkansas,Jonesboro,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,7.3,67263.0,COPD
43295,Arkansas,Jonesboro,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.0,67263.0,Stroke
43378,Arkansas,Jonesboro,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,10.1,67263.0,Diabetes
43379,Arkansas,Jonesboro,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,9.5,67263.0,Diabetes
43396,Arkansas,Jonesboro,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,33.2,67263.0,High Cholesterol
43397,Arkansas,Jonesboro,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,36.2,67263.0,High Cholesterol
43414,Arkansas,Jonesboro,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.8,67263.0,Chronic Kidney Disease
43415,Arkansas,Jonesboro,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.6,67263.0,Chronic Kidney Disease
43466,Arkansas,Jonesboro,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,13.8,67263.0,Mental Health
43467,Arkansas,Jonesboro,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.0,67263.0,Mental Health
43518,Arkansas,Jonesboro,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.0,67263.0,Physical Health
43519,Arkansas,Jonesboro,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,13.5,67263.0,Physical Health
43555,Arkansas,Jonesboro,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.2,67263.0,Stroke
43588,Arkansas,Little Rock,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,13.6,193524.0,Health Insurance
43589,Arkansas,Little Rock,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,13.5,193524.0,Health Insurance
43643,Arkansas,Little Rock,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,25.3,193524.0,Arthritis
43644,Arkansas,Little Rock,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,25.2,193524.0,Arthritis
43752,Arkansas,Little Rock,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,37.4,193524.0,High Blood Pressure
